category,company,location,start_date,duration,stipend,apply_by,applicants,skills_required,perks,openings,link
iOS App Development,Kaholas,"Work From Home,",Immediately,6 Months,"8,000-10,000 /month",23 Jan' 23,30,"Firebase,iOS,Objective C,Swift,Xcode,XML,",,2,https://internshala.com/internship/detail/ios-app-development-work-from-home-job-internship-at-kaholas1673243700
Business Development Management,Across The Globe (ATG),"Work From Home,",Immediately,4 Months,"2,500-5,000 /month",23 Jan' 23,75,"Business Analysis,Business Research,English Proficiency (Spoken),English Proficiency (Written),Sales and Marketing,","Certificate,Letter of recommendation,Flexible work hours,",10,https://internshala.com/internship/detail/business-development-management-work-from-home-job-internship-at-across-the-globe-atg1673286829
Graphic Design,Hashtag Inc.,"Chennai,",Immediately,3 Months,"5,000-7,500 /month",23 Jan' 23,0,"Adobe Creative Suite,Adobe Illustrator,Adobe Photoshop,Adobe Premiere Pro,Sketching,Video Editing,","Certificate,5 days a week,Free snacks & beverages,",1,https://internshala.com/internship/detail/graphic-design-internship-in-chennai-at-hashtag-inc1673243584
Unity Development,Cusmat,"Bangalore,",Immediately,6 Months,"8,000-10,000 /month",23 Jan' 23,36,"C#,Mathematics,Physics,Unity 3D,","Certificate,Letter of recommendation,Flexible work hours,",4,https://internshala.com/internship/detail/unity-development-internship-in-bangalore-at-cusmat1673243127
Telecalling,H3A Business Solutions Private Limited,"Noida,",Immediately,3 Months,"6,000-8,000 /month",23 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),Hindi Proficiency (Spoken),MS-Excel,","Certificate,Informal dress code,5 days a week,",4,https://internshala.com/internship/detail/telecalling-internship-in-noida-at-h3a-business-solutions-private-limited1673243113
Accounts,Rahul Nahata &amp; Company,"Kolkata,",Immediately,6 Months,"4,000-8,000 /month",23 Jan' 23,38,"MS-Excel,MS-Word,Tally,",,2,https://internshala.com/internship/detail/accounts-internship-in-kolkata-at-rahul-nahata-company1673243026
Search Engine Optimization (SEO),DigiChefs,"Mumbai,",Immediately,3 Months,"5,000 /month",23 Jan' 23,0,"Digital Marketing,English Proficiency (Written),Google AdWords,Google Analytics,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-mumbai-at-digichefs1673242949
Graphic Design,Musk Owl LLP,"Udaipur,",Immediately,2 Months,"2,000 /month",23 Jan' 23,0,"Adobe Illustrator,Adobe Photoshop,Video Editing,","Certificate,Informal dress code,Free snacks & beverages,",2,https://internshala.com/internship/detail/graphic-design-internship-in-udaipur-at-musk-owl-llp1673242770
Social Media Marketing,Saroj Agro Industries,"Work From Home,",Immediately,6 Months,"10,000 /month",23 Jan' 23,91,"Social Media Marketing,","Certificate,",1,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-saroj-agro-industries1673242705
Digital Marketing,Musk Owl LLP,"Udaipur,",Immediately,3 Months,"2,000 /month",23 Jan' 23,0,"Digital Marketing,Instagram Marketing,Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Informal dress code,Free snacks & beverages,",2,https://internshala.com/internship/detail/digital-marketing-internship-in-udaipur-at-musk-owl-llp1673242690
Mutual Fund Sales (Finance &amp; Investment),Paisa Control Private Limited,"Delhi,",Immediately,2 Months,"6,000 /month + Incentives",23 Jan' 23,0,,"Certificate,Flexible work hours,",3,https://internshala.com/internship/detail/mutual-fund-sales-finance-investment-internship-in-delhi-at-paisa-control-private-limited1673242654
Content Writing,HIMOTECH GLOBAL,"Work From Home,",Immediately,3 Months,"4,000-8,000 /month",23 Jan' 23,44,"Creative Writing,English Proficiency (Written),","Certificate,Letter of recommendation,",4,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-himotech-global1673094571
Customer Service,Indian Gifts Portal,"Mumbai,",Immediately,1 Month,"12,000 /month",23 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Informal dress code,",30,https://internshala.com/internship/detail/customer-service-internship-in-mumbai-at-indian-gifts-portal1673241946
Human Resources (HR),Elastofusion India Private Limited,"Mumbai,",Immediately,3 Months,"10,000 /month",23 Jan' 23,0,,"Certificate,",1,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-elastofusion-india-private-limited1673241640
Law/Legal,Zypp Electric,"Gurgaon,",Immediately,3 Months,"10,000 /month",23 Jan' 23,75,"MS-Excel,MS-Word,","Certificate,Letter of recommendation,Informal dress code,Free snacks & beverages,",1,https://internshala.com/internship/detail/law-legal-internship-in-gurgaon-at-zypp-electric1673241561
WordPress Development,Edupro Digitech,"Panchkula,",Immediately,6 Months,"8,000-10,000 /month",23 Jan' 23,0,"CSS,HTML,WordPress,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",2,https://internshala.com/internship/detail/wordpress-development-internship-in-panchkula-at-edupro-digitech1672914197
Digital Marketing,MissionCAT,"Work From Home,",Immediately,5 Months,"7,000 /month",23 Jan' 23,33,"Digital Marketing,","Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-missioncat1673284420
Graphic Design,Stitch Overseas Private Limited,"Gurgaon,",Immediately,3 Months,"5,000-6,000 /month",23 Jan' 23,0,"Adobe After Effects,Adobe Illustrator,Adobe Indesign,Adobe Photoshop,Adobe Photoshop Lightroom CC,Adobe Premiere Pro,UI & UX Design,Video Editing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,",2,https://internshala.com/internship/detail/graphic-design-internship-in-gurgaon-at-stitch-overseas-private-limited1673241181
Search Engine Optimization (SEO),Saletancy Consulting Private Limited,"Work From Home,",Immediately,3 Months,"7,000 /month",23 Jan' 23,121,"Digital Marketing,English Proficiency (Written),Search Engine Optimization (SEO),","Certificate,Letter of recommendation,Flexible work hours,Job offer,",2,https://internshala.com/internship/detail/search-engine-optimization-seo-work-from-home-job-internship-at-saletancy-consulting-private-limited1673241127
Career Counseling,Anujjindal,"Delhi,",Immediately,6 Months,"20,000-25,000 /month",23 Jan' 23,0,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Letter of recommendation,Informal dress code,",1,https://internshala.com/internship/detail/career-counseling-internship-in-delhi-at-anujjindal1673241039
Business Development (Sales),WebSenor InfoTech,"Udaipur,",Immediately,3 Months,"3,000 /month",23 Jan' 23,0,,"Certificate,Free snacks & beverages,",3,https://internshala.com/internship/detail/business-development-sales-internship-in-udaipur-at-websenor-infotech1673241038
Operations,Great Companies,"Work From Home,",Immediately,3 Months,"1,000 /month",23 Jan' 23,43,,"Certificate,Letter of recommendation,Flexible work hours,",4,https://internshala.com/internship/detail/operations-work-from-home-job-internship-at-great-companies1673240357
International Business Development,Prologue,"Work From Home,",Immediately,6 Months,"15,000 /month + Incentives",23 Jan' 23,60,"Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),LinkedIn Marketing,","Certificate,Letter of recommendation,",1,https://internshala.com/internship/detail/international-business-development-work-from-home-job-internship-at-prologue1673014784
Marketing,Cleantech Solar,"Delhi,",Immediately,3 Months,"20,000 /month",23 Jan' 23,40,,"Certificate,",1,https://internshala.com/internship/detail/marketing-internship-in-delhi-at-cleantech-solar1673240164
Business Development (Sales),Yelow,"Delhi,",Immediately,3 Months,"10,000-16,000 /month",23 Jan' 23,0,"English Proficiency (Spoken),","Certificate,Job offer,",2,https://internshala.com/internship/detail/business-development-sales-internship-in-delhi-at-yelow1673240042
Marketing,Vegolution,"Ahmedabad, Chennai, Bangalore, Hyderabad, Mumbai, Delhi,",Immediately,3 Months,"12,000 /month",23 Jan' 23,79,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Letter of recommendation,Flexible work hours,Job offer,",2,https://internshala.com/internship/detail/marketing-part-time-job-internship-at-multiple-locations-in-vegolution1673239836
Digital Marketing,The Humble Pie,"Bangalore,",Immediately,3 Months,"8,000 /month",23 Jan' 23,29,"Digital Marketing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",1,https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-bangalore-in-the-humble-pie1673282756
Social Media Management,Md Imtiyaz Alam,"Work From Home,",Immediately,1 Month,"1,000-3,000 /month",23 Jan' 23,84,"Business Research,Content Marketing,Content Writing,Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/social-media-management-work-from-home-job-internship-at-md-imtiyaz-alam1673282559
Content Writing,The News Fetcher,"Work From Home,",Immediately,3 Months,"3,000 /month",23 Jan' 23,65,,"Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-the-news-fetcher1673239305
Content Writing,Ashit Vora,"Work From Home,",Immediately,2 Months,"3,000 /month",23 Jan' 23,36,"Blogging,Creative Writing,English Proficiency (Written),Search Engine Optimization (SEO),","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-ashit-vora1673239077
Social Media Marketing,M&amp;M Advertising,"Work From Home,",Immediately,1 Month,"4,000 /month",23 Jan' 23,121,,"Certificate,Letter of recommendation,",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-m-m-advertising1673238353
Business Development (Sales),Robo Care Smart Surgical Hospitals Private Limited,"Mumbai,",Immediately,3 Months,"5,000 /month + Incentives",26 Jan' 23,44,"English Proficiency (Spoken),","Certificate,Letter of recommendation,Flexible work hours,Job offer,",2,https://internshala.com/internship/detail/business-development-sales-internship-in-mumbai-at-robo-care-smart-surgical-hospitals-private-limited1673281030
General Management,Raw Leaf Story,"Delhi,",Immediately,6 Months,"10,000-20,000 /month",23 Jan' 23,41,,"Certificate,Letter of recommendation,Job offer,",2,https://internshala.com/internship/detail/general-management-internship-in-delhi-at-raw-leaf-story1673237679
Automobile Engineering,Auza Technologies Private Limited,"Chennai,",Immediately,2 Weeks,"4,000 /week",23 Jan' 23,65,"Wireframing,","Certificate,Letter of recommendation,Flexible work hours,",15,https://internshala.com/internship/detail/automobile-engineering-part-time-job-internship-at-chennai-in-auza-technologies-private-limited1673270307
HR,QSSGlobal,"Jaipur,",Immediately,6 Months,"6,000 /month",23 Jan' 23,0,,"Certificate,Letter of recommendation,Flexible work hours,Job offer,",2,https://internshala.com/internship/detail/hr-internship-in-jaipur-at-qssglobal1673279868
Social Media Marketing,Aman Jindal,"Work From Home,",Immediately,3 Months,"2,000-6,000 /month",23 Jan' 23,26,"Accounting,Content Marketing,Digital Marketing,Google Analytics,LinkedIn Marketing,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-aman-jindal1673259323
Sales Development,9Mediaonline,"Bangalore,",Immediately,3 Months,"15,000 /month",23 Jan' 23,0,"Digital Advertising,Sales and Marketing,","Certificate,Letter of recommendation,Informal dress code,5 days a week,Free snacks & beverages,",3,https://internshala.com/internship/detail/sales-development-internship-in-bangalore-at-9mediaonline1673279405
Business Development (Sales),Metzer Optical Instruments Private Limited,"Noida,",Immediately,2 Months,"5,000 /month + Incentives",23 Jan' 23,0,"Digital Marketing,Email Marketing,","Job offer,",2,https://internshala.com/internship/detail/business-development-sales-internship-in-noida-at-metzer-optical-instruments-private-limited1673279349
Marketing,Dusaan,"Work From Home,",Immediately,3 Months,"5,000-10,000 /month",23 Jan' 23,0,"Content Marketing,Digital Marketing,English Proficiency (Spoken),English Proficiency (Written),","Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-dusaan1673260653
Digital Marketing,Across The Globe (ATG),"Work From Home,",Immediately,6 Months,"3,000-5,000 /month",23 Jan' 23,38,"Content Marketing,Content Writing,Digital Marketing,Email Marketing,English Proficiency (Written),Facebook Marketing,Instagram Marketing,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,","Certificate,Flexible work hours,",4,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-across-the-globe-atg1673279176
Human Resources (HR),Stirring Minds,"Work From Home,",Immediately,2 Months,"1,000-3,000 /month",23 Jan' 23,183,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,MS-Word,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,Job offer,",6,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-stirring-minds1673278257
Social Media Marketing,Puntastic Promotional Gifts Preparing,"Work From Home,",Immediately,1 Month,"5,000-7,000 /month",23 Jan' 23,279,"Digital Marketing,Email Marketing,English Proficiency (Written),Facebook Marketing,Search Engine Optimization (SEO),Social Media Marketing,","Flexible work hours,",1,https://internshala.com/internship/details/social-media-marketing-work-from-home-job-internship-at-puntastic-promotional-gifts-preparing1673269731
